,Review Id,Content,ID
711,5,Awesome mobile excellent service by,52
712,6,ماشاءاللہ جس رنگ میں آرڈر کیا تھا وہی ملا ہے اور موبائل ڈبہ پیک تھا جو اپنے ہاتھ سے کھولا اور آج سے ہی وارنٹی شروع ہوئی، ڈیلیور بھی وقت سے پہلے ہوا۔شکریہ سیلر,52
713,7,I am very Happy. the phone is great and delivered within 2 days. thanks,52
714,8,Orginal stuff. Satisfied!,52
715,9,"genuine sealed product, warranty started after i started using it. 1st very good online experience on mobile. always check authentic brand verified from daraz.",52
716,10,very satisfied mobile is very good thnku seller n daraz,52
717,11,Overall very satisfied with the A24. It’s quite responsive and has worked flawlessly thus far. It is PTA Approved and arrived in fully packed and sealed condition.,52
718,12,Received Good Mobile,52
719,13,received package it was great but didn't receive a charger in box pack,52
720,14,"Best Product, Best seller, Best timing of delivery with Best Price, Thank You Seller you delivered it with in 12 hours Hats Off",52
721,15,"Great Quality, with original price as mentioned of websites",52
722,N/A,N/A,52
723,1,Mobile phone kamal ka. tha bilkul ok piece tha.,53
724,2,bhot hi acha ha atna price ma acha hi atya ha,53
725,3,your service was good and mobile was also good but it Battary low fast. And battery time is not good.thx,53
726,4,,53
727,1,mobile bahot acha hai. 8 gb ram h aor rom 128 gb hain. software normal lag ra h. camera theek h. overall ais price m zabardast chiz h. saller bahot acha bnda h. main nay usy msg kr kr bht tang kya 😂 lkn saller nay mjhy hr bar reply di. thank you Daraz and thank you saller,54
728,2,"It is the best product and the original as I have advertised, I have got no two opinions, you also order you will like daraz and service is also good and the thing is also cute and has come with absolutely good Awesome products and original Spark phone with box and charger and warranty crad thank you daraz",54
729,3,slam or thanks daraz bhot hi service ha 1din phly hi parsl rcve ho gay ha save packing Kay shat bhot hi ache device ha 2din use kry KY bad bhe koi isu ni Aya again thanks daraz,54
730,4,seller ko 11 november order dia tha aor 13 november ke 4 baje order book kia tha. delivery to time se agai lekin kafi jaldi thi mobile ki.is waja se seller ko jaldi krni chahye thi. over all experience was good achi chez bheji. koi gift bhejte to kafi acha lagta but no way thnx alot.,54
731,5,zabrdast amazing 😍😍😍😍😍 thank you so much for this owesome mobile bht hi Alla saller is very coprative yeh bnda waky hlal kma rha hai 🌹🌹🌹🌹🌹❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,54
732,6,I am satisfied with the product n recommended,54
733,7,received as shown. good quality. ordered again for my mother also,54
734,8,Original product received before estimated date. Satisfied with seller 😊,54
735,9,Thank you Seller Jo chez mangwaya wae Mila hai Shokurya...... baqii Delivery ponchaney waley ne bahot tang Kia.... TSC walooon....,54
736,10,A good product and a good seller at the same time☺️The product was better than expected. Seller is also active and guidance is also recommended The delivery was also on time and the packaging was also good thanks seller,54
737,11,product is well&good but delivery method via leopard is so bad they not delivered at time and at the end we collect our product from leopard head office very bad experience for me,54
738,12,thanks daraz that's great deal Phone 📱 is very good and affordable price,54
739,13,Pakistani manufactured phones are really stepping up,54
740,14,nice mobile good performance,54
741,15,"Amazing experience, and safe packing.",54
742,1,Thanks for Daraz & Tecno Flagship store Mobile boat acha hai or pin packed hai deliver bhi 1 din hogya. I am very happy once againThanks for Daraz & Tecno Flagship store.,55
743,2,This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon,55
744,3,thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno,55
745,4,best experience with Daraz and best experience with this seller. great product and we'll packing.I satisfied with Daraz and with this store. best mobile Tecno Comman 20 with this price.,55
746,5,This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon,55
747,6,thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno,55
748,7,"thank you daraz mall, thank you tecno for this amazing experience. i have placed my order for tecno camon 20 pro as well hope i receive it in black color and in perfect condition as i received this one. thanks in advance",55
749,8,The phone is awesome given the price tag with amoled display has good display and very little bazzles which makes the whole viewing experience good. processor should have been atleast helio G96 only this is the con. cameras are average.,55
750,9,i really pleased to share my review regarding this awesome purchase..i am 100% satisfied with daraz and Techno official store..Device is genuine and packing of device was up to the mark. I extremely grateful to Daraz management. #11.11,55
751,10,"Perfect phone is this price bracket.. cheaper then mobile market's price, market price 60k... extra discount on bank card btw delivered after a day.. over all experience 9.5/10",55
752,11,bht hi acha mobile hai warranty card bhi sath hai or bht hi jaldi receive hoa hai,55
753,12,Received on time there is no user manual inside only PTA approved and warranty card. Overall good experience.,55
754,13,Excellent fully satisfied with seller,55
755,14,Buhat hi acha phone h,55
756,15,"it is very nice when i see mobile ,doba pack aur boht good ho gya Allah naseeb may karay .jazakallah",55
757,1,I got my parcel timely I'm satisfied with my purchase. I bought it in official price before 11.11 but DRAZ didn't send any gift with mobile which is normal with a newly launched mobile. I expect Draz will give me gift. missing my gift 😔🎁🎁🎁,56
758,2,"order placed on 15th and received today (21.09.23) daraz should work on speedy delivery. packing was good. the box was sealed packed and includes a mobile, a transparent cover, sim eject pin, cable and a 67w charger. trusted supplier. the only week point of the seller is that it doesn't reply instantly. takes too much time for reply even replied after 2 to 3 days. any ways .... thanks to daraz and the supplier. Happy yo receive my order.",56
759,3,"Genuine and Excellent Product. Loved the fast delivery and the mobile itself. Thanks #11.11 got it on discount. will recommend the seller and Daraz to others for quality and speed. Excellent Packing as well, Package packed in bubble wrap and was originally a sealed pin pack box. All accessories included, only handsfree missing by the company...😭 Other than that The feel of the mobile is amazing, is light weight and fast... Applied 144hz from get go. Was a lovely experience by Daraz. Thanks!",56
760,4,"Really liked the phone. Bought it in 11.11 sale. it's display, speed and overall performance is amazing. And obviously for camera just one word it's awesome. delivered in 3 4 days. Trusted seller. Highly recommended this phone if you have budget of 150k",56
761,5,A very nice Xiaomi 13T model I am buying a Daraz 11.11 sale.,56
762,6,Sharing my review after 1 day use. So far so good. Delivery was a bit late and packing was not perfect but product was not damaged. I'll edit the review 7 day use.,56
763,7,Same as shown in the picture and cheaper from the local market.,56
764,8,As described and timely delivered. Genuine product with all seals were intact when received.,56
765,9,"Excellent Product Quality,, Original Product And Charger,, Highly Recommended.",56
766,10,"xiaomi 13T is official from Xiaomi.Good device.I bought 155,999 discount of 15000 because there is voucher of bank and also there is 11.11 sale. Device is Genuine.Packing is awesome with bubble paper to decrease the loss of device. #11.11",56
767,11,"original product, arrived safely with warranty.",56
768,12,"Delivered superfast next day, very nice phone.",56
769,13,Highly satisfied with the box pack pin pack non active device. Pta approved and this blue color is love,56
770,14,Xiaomi 13T Genuine Artical as was shown with Official Waranty and PTA Approved. 100% Satisfied. thanks,56
771,15,received Nd in good condition. delivery in just 2 days,56
772,1,befor 11.11 Sale Excellent Masha Allah and Jazak Allah for seller Allah karobar me barkat de same as shown or saller ne mujhe new dia stock abhi warrant start bhi nhi hui hai jan-24 se Dec-23 ki Warenty hai Thank You Seller & Daraz jitni Tareef ki jai kam hai 100% Geniun & Recomended,57
773,2,excelllent quality same as shown super sy bhi uper daraz sy jab bhi order kia A One rha i love daraz tanx seller also hamara itemaad bnanay k liay👩‍🎓,57
774,3,great it as shown it was my 6th order good experience highly recommanded daraz ...A weekness delivery is too slow..... thanks Daraz and seller...mob have no privacy system very bad,57
775,4,thank you daraz jesi chiz dikhai he same wahi bhji h wonderful amazing mobile,57
776,5,mashallah bohut acha h taba pack bahja hai recommend seller and the store♥️♥️♥️,57
777,6,,57
778,7,,57
779,1,"Product is original and as per details given. Delivered well before the committed time. Good presentable packaging, delivery is safe and sound.recommended the saller.",58
780,2,Reciceved it in 3 days good mobile original no damage to the product original charger was also in the box Recommended Seller,58
781,3,UNBEATABLE PRICE BY SELLER VERY CO OPERATIVE SELLER BUT VERY LATE ANSWERING . OVERALL 10/10 THANK YOU TO DARAZ PLATFORM,58
782,4,very nice good quality mobile average price rom 128GB,58
783,5,very good seller original product,58
784,6,zaberdast 10/10,58
785,7,"Seller product and service is OK, well packed, but itel company quality is not competitive to its other sister concerns Tecno etc, especially cam result. Software version is 12 standard but starting boot logo shows go edition (serious mistake from professional company level) which confused me. Overall Good.",58
786,8,Reciceved it in 3 days good mobile original no damage to the product original charger was also in the box Recommended Seller,58
787,9,"I am very happy to receive my ordered Mobile phone, which has arrived safe and sound.",58
788,10,received as described thanks,58
789,11,bhot acha mobil hy.jesy disply men tha same wesy hi ayaa hy.,58
790,12,Good mobile in a very reason able price...,58
791,13,bohat zabardast mobile hay i like it,58
792,14,"order went delayed by 2 days. but seller remained unresponsive. as about the product, it was same as shown. product is no doubt good and is value for money. i would be pleased to recommend this cell phone. but seller needs to work on responding the query on time. overall mixed experience. but yet the seller is genuine.",58
793,15,Bhai seller bohot acha Banda hay cheez bhi bohot achi bhaji hay per reply bohot dair say karta hay bilkul perfect cheez bhaji hay,58
794,N/A,N/A,58
795,1,Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.,59
796,2,Nice mobile delivery in time thanks for seller,59
797,3,thank you draz and thank you seller bohat Acha mobile Hy or same colour Jo order Kia tha bohat Acha seller Hy over all very nice and good experience,59
798,4,product delivered with in the time period given. thanks daraz and seller for keeping our trust.,59
799,5,"First experience for buying mobile phone from Daraz, good Mobile Phone with reasonable price, Seller is very cooperative. Recommended Seller 👍",59
800,6,"Like every time, this time also the experience was very good and I received the delivery on time. Thank you daraz",59
801,7,original product and sealed. bus delivery time zyada laga tha may be due to 11 11,59
802,8,It’s quite nice product and original and the delivery time was also affable,59
803,9,very good mobile phone,59
804,10,فون مجھے مل گیا پی ٹی اے پروؤ ہے بہت اچھی پیکنگ تھی جو آرڈر کیا تھا وہی ملا ہے بہت شکریہ,59
805,11,Received sealed pack. Same as ordered. Satisfied,59
806,12,Original product at good price.,59
807,13,Satisfied with the product.thanks to draz,59
808,14,"ALHAMDULILLAH mobile recieved and seller is higly recommend, thanx seller.",59
809,15,Timely Delivered & a Decent cell phone.,59
810,1,"""Recently acquired the Infinix Note 30 – impressed with its overall performance. The shipment exceeded expected delivery time, though there was a color discrepancy (ordered black, received gray). Will share detailed performance feedback after more use. Appreciate Daraz team for their service.""",60
811,2,Mashallah phone Tu great ha budget friendly value for money packing company packing mei tha seal pack sound system JBL company Ka ha sound la Jawab ha 10/10 for seller and for phone 10/8,60
812,3,موبائل زبردست ہے اور بہت ہی مناسب قیمت میں ملا ہے ۔ 8 جی بی 256 جی بی میں یہ بیسٹ آپشن ہے ۔ اور سیلر بھائی نے بہت ہی تعاون کیا ۔ ہر چیز بہت بہترین طریقے سے واضح کی۔ باقاعدہ آن لائن وارنٹی بھی چیک کروائی گئی۔ جو دوست بھی لینا چاہئیں ضرور لیں انشاء اللہ نا امید نہیں ہوں گے اور انشاء اللہ اچھی چیز ملے گی۔ آرڈر کرنے کے تیسرے دن موبائل گھر پہنچ گیا ماشاءاللہ بہت ہی عمدہ سروس ۔ اللہ سبحانہ وتعالی جزائے خیر عطا فرمائیں آمین,60
813,4,thankyou Alhamdulillah trading co for delivering phone fast and on time. they delivered box packed genuine product. businesses like Alhamdulillah trading co are reason to trust ecommerce. keep up the good work. looking forward to do business again.,60
814,5,Great phone and in same condition box packed sealed. Orrigional accessories. Everything is great but delivery was not good by leopard. They tell that delivery is not in that area.,60
815,6,Asslaam u Alaikum & Thanks to seller after my order I received phone in 50/- Hrs very fast service of Daraz & Seller.I got phone in genuine condition.God bless u Brother,60
816,7,very nice mobile infnix Note 30 quality is amazing colour osam Thanks draz,60
817,8,appreciation for Daraz and seller.. placed order and recieved in less than 24 hrs.. fast and safe delivery.. thumbs up 👍,60
818,9,"very good phone in this budget. very sleek design, good battery , graphics and performance.",60
819,10,best quality original product,60
820,11,Seller is cooperative. Delivery was on time. Product quality is as shown in the photos. Packing was not upto the mark. Seller is requested to properly pack the mobiles. I'll definitely buy from this seller in future.,60
821,12,main nay infinix note 30 horder kia black colour main MA SHA ALLAH bhut acha sat ha use krnay me..i like this thanks to draz...,60
822,13,its a wonderful cell phone.. everything is in good condition. packing is good. recommended seller,60
823,14,Mashallah phone Tu great ha budget friendly value for money packing company packing mei tha seal pack sound system JBL company Ka ha sound la Jawab ha 10/10 for seller and for phone 10/8,60
824,15,"mobile is fine, but terrible delivery experience, 1st they updated wrong status that address not found & after making multiple complaints i was asked to visit their office for order pickup ( also had to visit twice bcz they were unable to find parcel on the 1st day of visit)",60
825,1,"Excellent product, genuine and original product, PTA approved. No Patched mobile. Seller sounds a very professional and committed in such deals. strongly recommended and feel free to buy this product. Thank you Daraz and Grateful to you Dear Seller...",61
826,2,#11.11 received as per specs mentioned. highly recommended.,61
827,3,Box was sealed and came with all accessories. The seller is recommended for geniune product.,61
828,4,excellent device delivered before time 100% seller recommended.,61
829,5,very beautiful thanks shop tech love you set was pin pack,61
830,6,I am regular customer of daraz and always have a v.good Experience with daraz. Itel s23 is Excellent same as show in picture Thank you daraz,61
831,7,Good Packing and delivery on time...Great Work,61
832,8,recieved on time,61
833,9,Awesome device.Thanks daraz and seller for on time delivery.,61
834,10,Reasonable phone at a reasonable price,61
835,11,Received same but packing need improvement to prevent damage and ensure safety.,61
836,12,very good smart phone and good packing Thanks 👍,61
837,13,all good.no problem in any function,61
838,14,good,61
839,15,delivery in time.paking low standard.,61
840,N/A,N/A,61
841,N/A,N/A,61
842,1,Jo order kia tha wohi mila hai.Seller bhi acha hai.Thanks seller and Daraz.,62
843,2,order blue colour ka kiya hai or behja gray ka hai i am not satisfied,62
844,3,,62
845,1,Its other wise is good but battery runs so fast and also runs a bit slow other wise its all good,63
846,2,"MaashaAllah acha phone hai, battery bhi pura din chalti hai, thanks seller",63
847,3,acha product Baja hai acha seller ha,63
848,4,Its other wise is good but battery runs so fast and also runs a bit slow other wise its all good,63
849,5,mobile is v good in cheap price,63
850,6,1st copy ha orginal mobile nhi ha,63
851,7,,63
852,8,acha product Baja hai acha seller ha,63
853,9,,63
854,10,,63
855,1,"Mobil is little bit slow, camera result average. Seller is not cooperating but product received is well packed and as per mentioned specifications",64
856,2,Excellent 👍 Pin pack device with mega discount in #11.11 #11.11 seller is honest Daraz has become a life patner. Thanks Daraz. Thanks Tecno Pakistan.,64
857,3,"Tecno Spark 10 Pro 💯% original mobile, PTA approved, sealed pack, box pack, with all accessories. thank and love u daraz and seller 🥰🌹👍",64
858,4,"at least i recieved my phone its awesome phone features also best, camera 💯 , battery life too good, smart and weight less phone 💯 recommended",64
859,5,After using for few days i found this phone very recommended under such price,64
860,6,الحمدللہ ٹیکنو موبائل فون %ا100 اوریجنل موبائل ہے ۔ وارنٹی بھی 13 مہینے کی ہے ۔ میں سیلر کی سروسز سے مطمئن ہوں ۔,64
861,7,#11.11 میں نے ابھی تک اسے کھولا نہیں ہے ۔ ارڈر دیے ہوئے چھ دن ہو چکے تھے کافی لیٹ ایا ہے ۔ لیکن بہرحال اوریجنل پروڈکٹ لگ رہی ہے ۔ شکریہ دراز 🌹,64
862,8,bohat acha mobile hai or bilkul thek aya hai ot time pe aya hai theens daraz,64
863,9,mobile is genuine but not used yet but look wise awesome,64
864,10,very beautiful very elegant Just like A Wow .😲,64
865,11,received before time. nice phone in this price range,64
866,12,mashaallah so beautiful so elegant 11.11 zabardast sale,64
867,13,"Just so beautiful, so elegant just wow!!!",64
868,14,excellent phone. specs buht achi aur design zbrdst ar unique. recommended,64
869,15,"Device Achi hai, Seller b achy hain me is phone ko recommend krta hun ap sbko. Bohat acha product hai ye.😍❤️ phone on kiya hai acha chal raha hai.🫠",64
870,1,"Recommended seller 💯 fast shipping, pin packed.This phone has been warranty active 6 weeks ago on manufacture date by Samsung. Phone is original and has not been repacked. The warranty is 24 months and will expire september 2025.So hurry up before your favorite color is sold out.",65
871,2,"In description section it says: What's in the box = 1 Phone , 1 Charger. But there is no Charger in the box. I know Samsung latest phone don't have chargers anymore, But then, why did your write it Like that. Moreover, the description/Specification Style of this phone in the daraz store was the worst thing I have ever seen. Kindly hire someone good. Other then of that, Original Seller(Samsung Flagship Store) is Selling Original/Sealed mobile phones. Good Delivery Service. So overall 3 Star",65
872,3,#RWC2. Genuine product with quick delivery.,65
873,4,#RWC2. Genuine product with quick delivery.,65
874,5,In-time delivery and exact product. Fully satisfied with Daraz and their 11.11 sale.,65
875,6,Recommended sellar. Original product PTA approved. Deliver time to Lahore 3 days.,65
876,7,Fast delivery. they sent what they showed.,65
877,8,"awesome phone,timely delivery",65
878,9,awesome....,65
879,10,"excellent,",65
880,11,"In description section it says: What's in the box = 1 Phone , 1 Charger. But there is no Charger in the box. I know Samsung latest phone don't have chargers anymore, But then, why did your write it Like that. Moreover, the description/Specification Style of this phone in the daraz store was the worst thing I have ever seen. Kindly hire someone good. Other then of that, Original Seller(Samsung Flagship Store) is Selling Original/Sealed mobile phones. Good Delivery Service. So overall 3 Star",65
881,12,he log 2 3 br mere sath kr chuky h ye asa . 2 3 month purana used mobile bhejte . afsos daraz fraud sellers ko kuch nhi kheta,65
882,13,The phone is fine but very conveniently they didn't inform that the phone isn't dual sim. Being sly gets you nowhere.,65
883,14,,65
884,15,,65
885,1,Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m,66
886,2,thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘,66
887,3,Bohut acha phone hai or MASHAALLAH sa delivery bhi time par hui hai or jo mena color bola tha wohi bhaja hai thank yoy so much,66
888,4,Amazing mobile phone. good delivery time.,66
889,5,MA SHA ALLAH jo order kia tha woi same mila ha Mobile bhut zeberdast ha use krnay main. excellent Bint e saeed and draz...,66
890,6,Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m,66
891,7,thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘,66
892,8,Original Mobile phone 📱 Thanks Daraz 😊😊,66
893,9,Bohut acha phone hai or MASHAALLAH sa delivery bhi time par hui hai or jo mena color bola tha wohi bhaja hai thank yoy so much,66
894,10,Service and product both are great must be recommended this seller,66
895,11,ماشاءاللہ جی بہت اچھا موبائل ہے میرے بیٹے کو بہت پسند ایا ہے اور میں چاہ رہا ہوں کہ اس میں ایک سیٹ میں انشاءاللہ 30 پرو بھی منگواؤں,66
896,12,amazing delivery before time .. excellent experience.... best seller recommended,66
897,13,#11.11,66
898,14,The product is good.The seller is also replying to every question..This is my first phone and sho happy lol,66
899,15,a nice packing and fastest delivery in sale. i am really impressed now from daraz.,66
900,N/A,N/A,66
901,1,Best mobile in this price I recommend others to buy this specially from this seller Seller is very good responsive #ReviewWorldCup,67
902,2,ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ,67
903,3,"Boht acha tajurba,raha, very kind perdon seller,,her bat ka boht achy sy reply kia,,mjhy ordrr jaldi chahye tha within 2 days mien order milgya,,box pack packing,,delivery bhi fast hui, ,Allah is seller k karobar mien taraqi dy",67
904,4,very nice seller very coprative and very good product and service,67
905,5,ایک بار پھر شکریہ اس اسٹور والے کے ساتھ میرا دوسرا تجربہ کامیابی سے مکمل ہوا۔,67
906,6,"Best seller very cooperative Mobile overall acha ha ,, sb perfect ha.... Pr sb se Acha seller ka ikhlaq ha jis trhan deal krty hain very nice... Will shop again InshaAllah",67
907,7,really honest seller.. fast delivery service.. same as shown Jo dekha waise hi Aya box packed😍 I don't have pic now but I'll show pics very soon.. thank you so much seller and daraz😇 100% recommended 🤩🤩,67
908,8,behtreen service daba pack set behtreen packing mein mily delivery bhe tym.sy pehly 3 din mein ho gae seller jaldi response karta hay highly recommended,67
909,9,Great Seller. fast delivery and quick response chat service. 10 out of 10 for the seller.,67
910,10,Good Product as per picture. Delivery on time. I am satisfied. I recommend this seller,67
911,11,delivered on time.same as shown in pictures. thanks for your nice cooperation.,67
912,12,received on time and best phone in this price range,67
913,13,Abi SIM dal k use nai kiya baqi Sahi laga raha hai,67
914,14,awesome jitna suna Tha us Sy zyada acha,67
915,15,nice mobile 📱 👌,67
916,1,Securely packed and delivered. Exactly as described and ordered. There was no Tech Sirat Warranty card in the box. So I have reservations there. Apart from the warranty card All is Well.,68
917,2,Received same as advertised with color,68
918,N/A,N/A,68
919,1,Thanx a lot OPPO Mobile Pakistan for quality product which i ordered & Daraz for in time delivery.,69
920,2,"I recently received my parcel from the official Oppo store, and while the phone itself is excellent and original, I was disappointed with the packaging. The box arrived damaged, and there were no bubble wrap or proper protection inside. However, I must commend the seller for their polite and reasonable behavior throughout the process. I hope they improve their packaging to ensure better protection for future shipments. #OnlineShopping #OppoStore #CustomerExperience",69
921,3,Good Service.. Mobile recieved on time 👍,69
922,4,Thanx a lot OPPO Mobile Pakistan for quality product which i ordered & Daraz for in time delivery.,69
923,5,Thanks Oppo Pakistan for your rapid response I'm also glad to have the same product that I have ordered. and special thanks to all the team of Daraz for being cooperative and responsive.,69
924,6,Good Service.. Mobile recieved on time 👍,69
925,7,got the phone in 3 working days the packaging and the servive was amazing,69
926,8,"Thanks, Daraz, for providing such a wonderful platform for us.. Thanks Oppo 👍 😊",69
927,9,I have ordered A17 but I got A77s Thank you so much 😊😊😊,69
928,10,mobile acha th pr deliver total 12 din m hoi,69
929,11,Product is great. Oppo representatives are very responsive.,69
930,12,really good thanks oppo,69
931,13,good 👍,69
932,14,Genuine product,69
933,15,excellent,69
934,1,"I got what was shown, but I want to tell about the seller that my chat was not responded even after a couple of days, so please make your availability there so that the customer can place the order with full sitesify. Because the amount matters But my goal was to buy the product from there, so I took what I have and it is 💯 %authentic, and the warranty has not started yet, But the handsfree did not come out of the box, maybe not provided by the company. So the Overall experience was great and the seller is highly recommended. Thanks Daraz & Seller.🥰",70
935,2,Great Experience as usual and I have purchased many mobiles from DARAZ but this time get maximum discount in 11/11 Sales on Note 30 pro,70
936,3,Allahamdolilah received📩 mobile is original and new as mentioned recommended for buying. same thing which is ordered rather late delivered,70
937,4,"Acha mobile hai and same cheez delivered ki hai with fast delivery service, satisfied with daraz and seller, i bought many mobiles from daraz aj tak koi b mobile kharab nhe nikla, thanks daraz for maintenance of trust with customers. love from Rawalpindi",70
938,5,Allahamdolilah received📩 mobile is original and new as mentioned recommended for buying. same thing which is ordered rather late delivered,70
939,6,I received my parcel two days ago. genuine products hai ❤️❤️aur time pr delivered hua.😍 Dill khush ho gia cell dekh kr thank you so much bhai🥰,70
940,7,buht acha phone ha original phone one year official warranty ha ❤❤,70
941,8,real mobile set with complete box having wire charger wireless charger. jack pin with non active phone set. this is non active mobile set. i really very happy. thanks dear,70
942,9,bahot acha mobile hy thanks daraz and seller,70
943,10,Pin packed and original product Recommended seller,70
944,11,good packing. arrived at time but mic ka problem lagta hai awaz agay bohat kam jati hai. subah tak daikhta ho nai tu return kar du ga,70
945,12,nice product I ma really happy to buy from daraz and thank you seller pin packed product 😍😍😍😍i am really confused to buy this but amazing product ☺ you should also believe the saller and daraz,70
946,13,Recommended seller... awesome product,70
947,14,received original authentic,70
948,15,"alhumdullilah, absolutely satisfied total genuine mobile complete accessories with wireless charging pad mobile is pin pack PTA approved thanks to teletel and daraz",70
949,1,achhi packing but charging adapter was normal no handsfree no protector no mobile cover baqi use kr ke pta chalay ga dekhnay nice hai,71
950,2,Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.,71
951,3,mobile is just go0d. average in use.. bettery timing is go0d.. camera is just average. overall ghar use k lia thek hai jaha bs call waghaira k lia instmal hota ho,71
952,4,"I upgraded my stand by phone from A1+ to A2+. I received this phone in great packaging. Delivery was fast. Phone seems a little better than A1+. I wish it would have Type C charging. I'm surprised to see the camera quality, display and battery timing of this phone. A perfect phone in this range with very few compromises. Highly recommended.",71
953,5,"Assalamu Alaikum, Thank God & Thanks Daraz Team & Wander/seller (XIAOMI). Good Packing & Short Delivery time. Original Product 100%. Recommended. Khushe hai ke AAZADI SALE mai itny Best Price main Redmi A2+ Offer kiya gya, Thanks Daraz app.",71
954,6,"I recently ordered a phone , and I must say it was a convenient experience. The website had a user-friendly interface, making it easy to browse and compare options. Placing the order was straightforward, and they provided clear shipping information. The phone arrived in good condition and on time. Overall, a hassle-free online phone shopping experience.",71
955,7,received my order .The product is very good .I am satisfied with Daraz and the seller response is good .But LCS service is poor due to not deliver my parcel to me not to inform me and delivered my parcel any other address.,71
956,8,Very good quality and design. Mobile is genuine and working fine so far. Delivery was quite quick and I received the mobile next day of ordering. price was competitive with market. thank you Daraz.,71
957,9,Genuine product and good cell phone in this range .. got at the lowest price through HBL Mega Deal 👍 .. Properly packed and timely delivered .. Satisfied with the seller 🙂 .. Cheers 🙂 !! #11.11,71
958,10,Awesome 😎 💯% Original Product In This Price Range The Best Of The Best Mobile MI Redmi A2 Plus (3/64).... Thumbs up 👍 Is Price Range May Use Mobiles Ya Refurbish Mobile Milty hain To Kun Apnay Pasay Zaya Karain Use Or Refurbish Mobile lay kar Jab MI Redmi Day Raha Hay Brand New Box Pack Mobile MI Redmi A2 Plus (3/64) Bhot Hi Kaam Price May .....,71
959,11,kmallllll hi hogyaaaa😍😍😍hrgiz b ni lgta tha k daraz sy mob b itny best milty hain...first time daraz sy kuch mngaya wo b direct mob mnga liya or drr tha k paisy gay mery lekin boht zbrdst mob mil gya seller boht honest hai bhiiii thank you or delivery boy ny to kmal hi krdiya time sy pehly hi delivery krdi😍❤️,71
960,12,"Assalamualaikum, I placed the order fearing not to be scammed, but thanks to Allah, the experience was good, but it is a good mobile at this price, thanks to the seller and the drawer app. ❤️❤️❤️",71
961,13,"Authentic and genuine product, good packing but badly handled by daraz i guess. delivered within timeline. highly recommend seller. thank you so much.",71
962,14,Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.,71
963,15,Excellent Product and Original one. I bought it in #11.11 Sale. #11.11 is valuable for money saving. Awesome discount i get and original product i receive. Very fast delivery services. Xiaomi is doing very very good as always and daraz done it again very awesome sale. Thank you #daraz and #xiaomi 😊,71
964,1,#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.,72
965,2,good mobile same as shown in the picture 😺 reviews dekh ky tu dar gaya tha but ❤️ genuine product hy pin pack pta approved and non active,72
966,3,everything is perfect colour b same aya..😇 I am so happy thanks Daraz ..❤ highly recommended... 👌👍,72
967,4,"I get the mobile its pta approved but made of Vietnam also its doesn't have charger that's the negative point , get the mobile on discounted rate in #11.11 . hopefully it will work for a long time 😃",72
968,5,"phone was brand new, box packed, came in secure packaging,can't see the PTA sticker,, but seller said it is approved,, so i believe seller words😊.",72
969,6,Got this in just Rs.26419 while market price is still Rs.30000. Thanks to Daraz 11.11 Exactly same as described. delivered in just 2 days. its my 4th cell phone purchase from Daraz. Amazing experience as always,72
970,7,Yr bht he sasta mila sale mai market mai 35 ka hai 128gb or wholesale mai bhi 31 se kam mai nahi hai or dosra non active hai vip hogia mene online check kia hai original packing mai tha thanks bhai jan,72
971,8,Buhat Acha Mobile hai 100% Original products thanks Daraz Thanks seller,72
972,9,Mobile is the same as shown in the picture... Original product. Charger not available in the box.Satisfied with the product but delivery was far away from expectations,72
973,10,#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.,72
974,11,nice 👍 good mobile but delivery is to slow over All is very good,72
975,12,no charger no warranty card/ no any back cover only one mobile..,72
976,13,best mobile phone very good,72
